poll_id,sample_size,population,end_date,state,Biden,Buttigieg,Cheney,Christie,Clinton,Cohen,Cotton,Cruz,Cuban,DeSantis,Haley,Harris,Hawley,Hogan,Kennedy,M. Obama,Manchin,Mapstead,McConaughey,Musk,Newsom,Noem,Oliver,P. Murphy,Pence,Phillips,Pompeo,Pritzker,R. Scott,Ramaswamy,Romney,Rubio,Sanders,Scott,Segal,Shapiro,Stein,Sununu,Swift,Trump,Trump Jr.,Warren,West,Whitmer,Yang,Youngkin
84733,4000,rv,11/3/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84734,4000,rv,11/2/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84735,4000,rv,11/1/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84736,4000,rv,10/31/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84737,4000,rv,10/30/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84742,4000,rv,10/28/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84743,4000,rv,10/27/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84744,4000,rv,10/26/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84745,4000,rv,10/25/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84746,4000,rv,10/24/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84747,4000,rv,10/23/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84748,4000,rv,10/21/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84749,4000,rv,10/20/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84750,4000,rv,10/19/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84751,4000,rv,10/18/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84752,4000,rv,10/17/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84753,4000,rv,10/16/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84754,4000,rv,10/14/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84755,4000,rv,10/13/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84756,4000,rv,10/12/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84757,4000,rv,10/11/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84758,4000,rv,10/10/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84759,4000,rv,10/9/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84760,4000,rv,10/8/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84761,4000,rv,10/7/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84762,4000,rv,10/6/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84763,4000,rv,10/5/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84764,4000,rv,10/4/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84765,4000,rv,10/3/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84766,4000,rv,10/2/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84767,4000,rv,9/30/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84768,4000,rv,9/29/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84769,4000,rv,9/28/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84770,4000,rv,9/27/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84771,4000,rv,9/26/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84772,4000,rv,9/25/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84773,4000,rv,9/23/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84774,4000,rv,9/22/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84775,4000,rv,9/21/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84776,4000,rv,9/20/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84777,4000,rv,9/19/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84778,4000,rv,9/18/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84779,4000,rv,9/16/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84780,4000,rv,9/15/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84781,4000,rv,9/14/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84782,4000,rv,9/13/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84783,4000,rv,9/12/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84784,4000,rv,9/11/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84785,4000,rv,9/9/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84786,4000,rv,9/8/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84787,4000,rv,9/7/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84788,4000,rv,9/6/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84789,4000,rv,9/5/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84790,4000,rv,9/3/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84791,4000,rv,9/2/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84792,4000,rv,9/1/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84793,4000,rv,8/31/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84794,4000,rv,8/30/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84795,4000,rv,8/29/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84796,4000,rv,8/28/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84797,4000,rv,8/26/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84798,4000,rv,8/25/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84799,4000,rv,8/24/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84800,4000,rv,8/23/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84801,4000,rv,8/22/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84802,4000,rv,8/21/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84803,4000,rv,8/19/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84804,4000,rv,8/18/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84805,4000,rv,8/17/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
84806,4000,rv,8/16/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
84807,4000,rv,8/15/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
84808,4000,rv,8/14/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84809,4000,rv,8/12/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84810,4000,rv,8/11/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84811,4000,rv,8/10/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84812,4000,rv,8/9/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84813,4000,rv,8/8/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84814,4000,rv,8/7/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84818,1475,rv,11/20/23,"",38.7666666666667,,,,,,,,,,37.6,,,,6.7,,,,,,,,,,,,,,,,,,,,,,0.8,,,44.75,,,1.1,,,
84821,1006,lv,11/17/23,"",44,,,,,,,,,43,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
84824,1000,lv,11/20/23,"",37.5,,,,,,,,,,,40,,,12,,3,,,,,,,,,,,,,,,,,,,,2,,,45.3333333333333,,,4,,,
84827,6527,rv,11/26/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84828,1000,a,11/27/23,"",38.5,,,,,,,,,33.5,,,,,,,,,,,32.5,,,,,,,,,,,,,,,,,,,36.5,,,,,,
84832,1323,rv,11/27/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84834,1001,a,11/26/23,"",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,
84835,1519,lv,11/17/23,Minnesota,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84838,4003,rv,11/28/23,"",42,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,47.5,,,4,,,
84841,686,a,11/20/23,Virginia,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84842,1169,lv,10/26/23,"",43.5,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84844,1072,rv,11/7/23,"",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
84849,550,lv,12/1/23,Arizona,38.5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,43.5,,,1,,,
84850,550,lv,12/1/23,Georgia,40,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,1,,,
84851,550,lv,12/1/23,Wisconsin,41,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,2,,,36.5,,,1,,,
84853,1301,rv,12/1/23,"",36,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,2,,,39.5,,,2,,,
84858,5800,rv,12/3/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84859,2018,rv,12/1/23,"",47,,,,,,,,,51,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,
84862,1103,lv,11/29/23,Arizona,33.3333333333333,,,,,,,,,27,25,,,,15.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
84863,897,lv,11/29/23,Florida,33.3333333333333,,,,,,,,,38,27,,,,12.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84864,746,lv,11/29/23,Georgia,35.3333333333333,,,,,,,,,34,27,,,,12.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
84865,874,lv,11/29/23,Michigan,38,,,,,,,,,30,25,,,,13.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
84866,620,lv,11/29/23,North Carolina,34,,,,,,,,,38,36,,,,10.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84867,887,lv,11/29/23,Pennsylvania,36.6666666666667,,,,,,,,,34,26,,,,12.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84868,2219,lv,12/3/23,"",36.3,,,,,,,,,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,41.8,,,2.8,,,
84868,2505,rv,12/3/23,"",34,,,,,,,,,,,,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,39.8,,,2.9,,,
84868,3021,a,12/3/23,"",30.1,,,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,37.9,,,3,,,
84871,10000,a,11/11/23,"",33.5,,,,,,,,,22.5,17,31.5,,,,,,,,,,,,,,,,,,18.5,,,,,,,,,,38,,,,,,
84873,1048,lv,11/16/23,Nebraska,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,
84875,1291,rv,12/5/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84887,1113,lv,11/16/23,California,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,
84889,1500,rv,12/4/23,"",38.25,,,,,,,,,45,51,,,,8,,3,1,,,,,,,,,,,,,,,,,,,2,,,42,,,3,,,
84924,1000,rv,12/6/23,"",39.6,,,,,,,,,,38.6,,,,6.5,,,,,,,,,,,,,,,,,,,,,,1.1,,,45.4,,,0.7,,,
84962,1197,rv,12/6/23,Michigan,37.75,,,,,,,,,49,50,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,44.5,,,6,,,
84963,1068,rv,12/7/23,Georgia,42.25,,,,,,,,,45,49,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,45.5,,,6,,,
85213,4000,rv,11/20/23,"",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85214,4000,rv,11/21/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85215,4000,rv,11/22/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85216,4000,rv,11/23/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
85217,4000,rv,11/24/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
85218,4000,rv,11/25/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
85219,4000,rv,11/27/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85220,4000,rv,11/28/23,"",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85221,4000,rv,11/29/23,"",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85222,4000,rv,11/30/23,"",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85223,4000,rv,12/1/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85224,4000,rv,12/2/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85317,5840,rv,12/10/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85318,4000,rv,12/9/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85319,4000,rv,12/8/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85320,4000,rv,12/7/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85321,4000,rv,12/6/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85322,4000,rv,12/5/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85323,4000,rv,12/4/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85325,,rv,12/11/23,"",37.5,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,39.5,,,,,,
85325,4411,a,12/11/23,"",33.5,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,
85329,2694,lv,11/20/23,"",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,
85330,800,lv,11/20/23,Arizona,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
85332,1129,rv,12/7/23,"",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
85335,1332,rv,12/12/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85338,796,rv,12/6/23,Arizona,39.5,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,1,,,43,,,1,,,
85339,801,rv,12/6/23,Georgia,40,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,1,,,46.5,,,2,,,
85340,703,rv,12/6/23,Michigan,38.5,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,1,,,42.5,,,2,,,
85341,451,rv,12/6/23,Nevada,40.5,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,1,,,44.5,,,2,,,
85342,704,rv,12/6/23,North Carolina,37,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,1,,,47,,,1,,,
85343,799,rv,12/6/23,Pennsylvania,41,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,1,,,42.5,,,1,,,
85344,681,rv,12/6/23,Wisconsin,37.5,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,3,,,42.5,,,1,,,
85345,502,rv,12/2/23,Tennessee,26,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
85354,892,lv,12/10/23,"",35,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85355,2000,lv,12/7/23,"",43.4,,,,,,,,,,,,,,8.65,,3.3,,,,40.9,,,,,,,,,,,,,,,,,,,44.025,,,,,,
85360,1135,lv,12/8/23,"",38,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85360,1500,rv,12/8/23,"",36,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,
85361,652,lv,11/27/23,Colorado,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2,,,,,,
85408,2034,rv,12/14/23,"",40.8,,,,,,,,,41,40,,,,18.5,,,,,,,,,,,,,,,,,,,,,,2,,,46.6666666666667,,,2,,,
85409,1052,lv,12/10/23,"",45,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
85413,1007,rv,12/13/23,"",43.25,,,,,,,,,47,49,,,,14,,,,,,,,,,,,,,,,,,,,,,3,,,45.5,,,2,,,
85416,805,a,11/10/23,Tennessee,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
85435,600,rv,12/18/23,Arizona,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
85436,600,rv,12/18/23,Pennsylvania,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
85438,1016,lv,12/14/23,"",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
85438,1016,rv,12/14/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
85439,1002,a,12/12/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
85440,5618,rv,12/17/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85441,4000,rv,12/16/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85442,4000,rv,12/15/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85443,4000,rv,12/14/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85444,4000,rv,12/13/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85445,4000,rv,12/12/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85446,4000,rv,12/11/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85449,694,lv,12/8/23,Arizona,34.5,,,,,,,,,,37,,,,12.5,,4,,,,,,,,,,,,,,,,,,,,2,,,42,,,3,,,
85450,421,rv,12/13/23,Pennsylvania,38.6666666666667,,,,,,,,,39,38,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,39,,,,,,
85451,1200,rv,12/10/23,Texas,36.6,,,,,,,,,39,33,,,,8,,,,,,,,,,,,,,,34,,,,,,,2,,,43.5,,,3,,,
85453,1336,rv,12/18/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85454,1027,rv,12/18/23,"",41.3333333333333,,,,,,,,,,36,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,43.5,,,,41,,
85455,1000,a,12/17/23,"",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,
85456,1094,rv,12/17/23,Iowa,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,,,,,,
85458,1647,rv,12/18/23,"",40.3333333333333,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,3,,,40,,,3,,,
85460,1711,lv,12/19/23,New Hampshire,49,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
85469,1000,rv,12/17/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
85470,1000,lv,12/19/23,"",39,,,,,,,,,,,42,,,10,,3,,,,,,,,,,,,,,,,,,,,2,,,44,,,2,,,
85482,1012,lv,12/16/23,"",42.75,,,,,,,,4,45,45,,,,9,,,,,,,,,,,,,,,,,,,,,,1,,,44,,,1,,,
85483,984,lv,12/20/23,"",39.25,,,,,,,,,41,40,,,,4,,,,,,,,,,,,,,,,,,,,,,0,,,43,,,1,,,
85489,1000,rv,12/26/23,"",38.35,,,,,,,,,,,,,,9.5,,,2.3,,,,,,,,,,,,,,,,,,,1.3,,,40.5,,,2.4,,,
85493,1343,rv,1/2/24,"",43,,,,,,,,,41,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85494,6816,rv,1/1/24,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
85497,4000,rv,12/31/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85498,4000,rv,12/30/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85499,4000,rv,12/29/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85500,4000,rv,12/28/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85501,4000,rv,12/27/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85502,4000,rv,12/26/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
85503,4000,rv,12/25/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
85504,4000,rv,12/24/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
85505,4000,rv,12/23/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
85506,4000,rv,12/22/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85507,4000,rv,12/21/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85508,4000,rv,12/20/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
85509,4000,rv,12/19/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85510,4000,rv,12/18/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
85533,929,lv,12/28/23,Tennessee,28,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,
85533,1187,rv,12/28/23,Tennessee,26.5,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,54.5,,,,,,
85538,625,rv,12/19/23,Virginia,45.5,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,39.5,,,,,,
85540,841,lv,1/3/24,"",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,
85542,500,lv,1/4/24,Iowa,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
85543,602,lv,1/4/24,Michigan,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
